"","district_code","objectid","district_name","6_14_yrs_out_of_school","6_14_yrs_in_private_school","std_1_2_who_can_read_letters_word_more","std_1_2_who_can_recognize_no.s_or_more","std_3_5_who_can_do_subtraction_or_more","std_3_5_who_can_do_read_std1_texts_or_more","single_classroom_primary_schl","single_teacher_primary_schl","primary_school_with_girls_toilet","primary_school_with_boys_toilet","primary_school_with_Drinking_water_facility","gov_primary_school_providing_midDay_meal","gov_primary_school_with_school_managment_committee","TransitionRate_primary_to_UpperPrimary","Retension_Rate_primaryLevel","pupil_teacher_ratio_at_primary_level","pupil_teacher_ratio_at_upper_primary_level","sc_enrollments_in_primary_school","sc_girls_enrollments_in_primary_school","st_enrollment_in_primary_school","st_girls_enrollment_in_primary_school","year","globalid","st_areashape","st_lengthshape","Table.Name","State.Code","Area.Name","Total..Rural..Urban","Age.group","Total.Population...Persons","Total.Population...Males","Total.Population...Females","Educational.level...Graduate.and.above...Persons","Educational.level...Graduate.and.above...Males","Educational.level...Graduate.and.above...Females","Educational.level...Graduate.degree.other.than.technical.degree...Persons","Educational.level...Graduate.degree.other.than.technical.degree...Males","Educational.level...Graduate.degree.other.than.technical.degree...Females","Educational.level...Post.graduate.degree.other.than.technical.degree...Persons","Educational.level...Post.graduate.degree.other.than.technical.degree...Males","Educational.level...Post.graduate.degree.other.than.technical.degree...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Engineering.and.technology...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Medicine...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Agriculture.and.dairying...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Veterinary...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Teaching...Females","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Persons","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Males","Educational.level...Technical.degree.or.diploma.equal.to.degree.or.post.graduate.degree...Others...Females"
"134",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Rural","20-24",22424,10330,12094,314,176,138,280,158,122,17,7,10,9,8,1,3,1,2,0,0,0,0,0,0,5,2,3,0,0,0
"135",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Total","60+",18440,7805,10635,95,80,15,74,63,11,15,13,2,1,1,0,1,1,0,0,0,0,0,0,0,4,2,2,0,0,0
"136",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Total","Age not stated",182,96,86,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Total","25-29",22584,10949,11635,430,251,179,345,218,127,47,15,32,15,11,4,1,1,0,0,0,0,0,0,0,22,6,16,0,0,0
"138",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Rural","Total",177459,86499,90960,1978,1317,661,1651,1134,517,189,107,82,41,32,9,10,5,5,0,0,0,0,0,0,87,39,48,0,0,0
"139",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Urban","Age not stated",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Total","20-24",22740,10463,12277,347,194,153,305,172,133,19,7,12,15,12,3,3,1,2,0,0,0,0,0,0,5,2,3,0,0,0
"141",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Total","Total",179204,87332,91872,2170,1445,725,1785,1226,559,225,128,97,55,42,13,14,7,7,1,1,0,0,0,0,89,40,49,1,1,0
"142",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Total","15-19",24231,12313,11918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Rural","15-19",23907,12172,11735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",351,14,"Godda",5.8,17.6,67.1,70.1,57.8,45.4,3.2,27.9,61.11,42,70.6,99.3,91.4,69.7,69.7,41,55,9.4,47.8,24.4,47,"2012-13","{968CB2EF-0C06-4750-8778-02CD3C7CDEEA}",2810099167.75815,310266.471334195,"C2808STA",20,"District - Godda","Urban","60+",156,74,82,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","25-29",479,238,241,71,40,31,57,33,24,6,3,3,4,3,1,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0
"146",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","20-24",573,304,269,60,36,24,49,28,21,3,1,2,6,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"147",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","30-34",406,187,219,67,40,27,55,35,20,5,1,4,3,2,1,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0
"148",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","30-34",21683,10642,11041,303,186,117,241,151,90,42,22,20,5,4,1,4,4,0,0,0,0,0,0,0,11,5,6,0,0,0
"149",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","Total",192789,94407,98382,2428,1582,846,1949,1298,651,274,157,117,65,54,11,34,22,12,3,1,2,6,6,0,97,44,53,0,0,0
"150",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","35-59",77900,39401,38499,1070,766,304,847,625,222,136,86,50,12,11,1,17,12,5,2,1,1,5,5,0,51,26,25,0,0,0
"151",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","Age not stated",1048,503,545,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","Total",4212,2135,2077,484,315,169,370,243,127,58,33,25,17,14,3,12,7,5,2,1,1,5,5,0,20,12,8,0,0,0
"153",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","15-19",650,324,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","35-59",76346,38596,37750,812,588,224,658,492,166,96,61,35,9,8,1,10,8,2,0,0,0,0,0,0,39,19,20,0,0,0
"155",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","30-34",22089,10829,11260,370,226,144,296,186,110,47,23,24,8,6,2,7,6,1,0,0,0,0,0,0,12,5,7,0,0,0
"156",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","60+",302,152,150,21,18,3,15,12,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"157",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","35-59",1554,805,749,258,178,80,189,133,56,40,25,15,3,3,0,7,4,3,2,1,1,5,5,0,12,7,5,0,0,0
"158",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","25-29",24375,11826,12549,481,294,187,390,240,150,46,28,18,21,18,3,6,2,4,0,0,0,1,1,0,17,5,12,0,0,0
"159",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Urban","Age not stated",248,125,123,7,3,4,5,2,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","60+",17238,7761,9477,83,61,22,58,47,11,12,9,3,2,2,0,2,1,1,0,0,0,0,0,0,9,2,7,0,0,0
"161",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","20-24",23063,10511,12552,330,175,155,283,155,128,26,7,19,15,11,4,1,0,1,1,0,1,0,0,0,4,2,2,0,0,0
"162",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","25-29",23896,11588,12308,410,254,156,333,207,126,40,25,15,17,15,2,5,2,3,0,0,0,1,1,0,14,4,10,0,0,0
"163",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","Age not stated",1296,628,668,13,6,7,11,5,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","Total",188577,92272,96305,1944,1267,677,1579,1055,524,216,124,92,48,40,8,22,15,7,1,0,1,1,1,0,77,32,45,0,0,0
"165",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","15-19",25953,12995,12958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","20-24",23636,10815,12821,390,211,179,332,183,149,29,8,21,21,16,5,1,0,1,1,0,1,0,0,0,6,4,2,0,0,0
"167",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Rural","15-19",25303,12671,12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",352,13,"Sahibganj",7,6.2,58.2,61.3,44,31.1,2.3,29.9,83.18,82,75.4,93.4,93,75.1,55.9,44,54,6,47.7,30.1,47.3,"2012-13","{DDCE9A6E-424B-4691-9EBC-DBD04345050D}",2595569148.49727,299519.500650395,"C2808STA",20,"District - Sahibganj","Total","60+",17540,7913,9627,104,79,25,73,59,14,15,12,3,3,3,0,2,1,1,0,0,0,0,0,0,11,4,7,0,0,0
"169",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Total","60+",18857,8167,10690,97,71,26,75,58,17,12,8,4,0,0,0,4,2,2,0,0,0,1,1,0,5,2,3,0,0,0
"170",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Total","35-59",91473,45721,45752,866,634,232,684,497,187,133,105,28,7,4,3,7,7,0,1,0,1,0,0,0,34,21,13,0,0,0
"171",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","20-24",30750,13514,17236,230,132,98,209,122,87,12,5,7,4,3,1,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0
"172",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Total","Age not stated",693,341,352,5,3,2,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","Total",228901,110640,118261,1690,1142,548,1383,937,446,211,145,66,18,13,5,15,11,4,1,0,1,1,1,0,61,35,26,0,0,0
"174",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","15-19",29109,14293,14816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","60+",18712,8099,10613,75,56,19,58,44,14,9,7,2,0,0,0,4,2,2,0,0,0,1,1,0,3,2,1,0,0,0
"176",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","Age not stated",693,341,352,5,3,2,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","Total",1762,882,880,199,106,93,146,81,65,35,17,18,6,3,3,1,1,0,0,0,0,0,0,0,11,4,7,0,0,0
"178",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","15-19",282,132,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","20-24",238,123,115,20,7,13,17,4,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","25-29",211,111,100,42,16,26,25,11,14,9,1,8,4,1,3,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0
"181",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","30-34",225,108,117,25,16,9,21,14,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"182",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","35-59",661,340,321,90,52,38,66,38,28,19,12,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0
"183",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","60+",145,68,77,22,15,7,17,14,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"184",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Urban","Age not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","25-29",31379,15244,16135,351,203,148,296,175,121,35,16,19,4,4,0,1,0,1,0,0,0,0,0,0,15,8,7,0,0,0
"186",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","30-34",27446,13768,13678,253,166,87,199,135,64,39,23,16,3,2,1,2,1,1,0,0,0,0,0,0,10,5,5,0,0,0
"187",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Rural","35-59",90812,45381,45431,776,582,194,618,459,159,114,93,21,7,4,3,7,7,0,1,0,1,0,0,0,29,19,10,0,0,0
"188",353,24,"Pakur",14.4,2.1,46.7,49.2,16.8,9.1,4.7,16.1,53.26,81,83,99.2,91.2,70.3,38.9,39,48,3.9,48.3,43.8,48.4,"2012-13","{32ED71A7-8278-44AC-BC38-994E84F0E61D}",2203395317.0785,320714.272869588,"C2808STA",20,"District - Pakur","Total","Total",230663,111522,119141,1889,1248,641,1529,1018,511,246,162,84,24,16,8,16,12,4,1,0,1,1,1,0,72,39,33,0,0,0
